study,questionnaire,question,item,answer_list,text,question_text,text_de,question_text_de,dataset,variable
soep-pretest,pre_2004_online,79_2,3,,in a mini-job (up to 400 ),"And now think back on all of 2003. We've drawn up a type of calendar below. Listed on the left are various employment characteristics that may have applied to you last year.Please go through the various months and check all the months in which you were employed, unemployed, etc.  Please note that one must be checked for each month! Even if you were unemployed for less than one month, please check off that month. I was in March ...",in einem Mini-Job (bis 400  ),"Und nun denken Sie bitte an das ganze letzte Jahr, also das Jahr 2003. Wir haben hier eine Art Kalender abgebildet. Links steht, was Sie im letzten Jahr gewesen sein können. Bitte gehen Sie die Liste durch und kreuzen Sie alle Monate an, in denen Sie zum Beispiel erwerbstätig waren, arbeitslos waren usw. Bitte achten Sie darauf, dass für jeden Monat ein Kästchen angekreuzt sein muß! Bei Arbeitslosigkeit: auch wenn kürzer als ein Monat, bitte im entsprechenden Monat ankreuzen. Ich war im März...",pre_2004_online,q79c_3
soep-pretest,pre_2004_online,79_2,4,,in first-time company training / apprenticeship,"And now think back on all of 2003. We've drawn up a type of calendar below. Listed on the left are various employment characteristics that may have applied to you last year.Please go through the various months and check all the months in which you were employed, unemployed, etc.  Please note that one must be checked for each month! Even if you were unemployed for less than one month, please check off that month. I was in March ...",in betrieblicher Erstausbildung/Lehre,"Und nun denken Sie bitte an das ganze letzte Jahr, also das Jahr 2003. Wir haben hier eine Art Kalender abgebildet. Links steht, was Sie im letzten Jahr gewesen sein können. Bitte gehen Sie die Liste durch und kreuzen Sie alle Monate an, in denen Sie zum Beispiel erwerbstätig waren, arbeitslos waren usw. Bitte achten Sie darauf, dass für jeden Monat ein Kästchen angekreuzt sein muß! Bei Arbeitslosigkeit: auch wenn kürzer als ein Monat, bitte im entsprechenden Monat ankreuzen. Ich war im März...",pre_2004_online,q79c_4
soep-pretest,pre_2004_online,79_2,5,,"in further training, retraining, further professional education","And now think back on all of 2003. We've drawn up a type of calendar below. Listed on the left are various employment characteristics that may have applied to you last year.Please go through the various months and check all the months in which you were employed, unemployed, etc.  Please note that one must be checked for each month! Even if you were unemployed for less than one month, please check off that month. I was in March ...","in Fortbildung, Umschulung oder beruflicher Weiterbildung","Und nun denken Sie bitte an das ganze letzte Jahr, also das Jahr 2003. Wir haben hier eine Art Kalender abgebildet. Links steht, was Sie im letzten Jahr gewesen sein können. Bitte gehen Sie die Liste durch und kreuzen Sie alle Monate an, in denen Sie zum Beispiel erwerbstätig waren, arbeitslos waren usw. Bitte achten Sie darauf, dass für jeden Monat ein Kästchen angekreuzt sein muß! Bei Arbeitslosigkeit: auch wenn kürzer als ein Monat, bitte im entsprechenden Monat ankreuzen. Ich war im März...",pre_2004_online,q79c_5
soep-pretest,pre_2004_online,79_2,6,,registered as unemployed,"And now think back on all of 2003. We've drawn up a type of calendar below. Listed on the left are various employment characteristics that may have applied to you last year.Please go through the various months and check all the months in which you were employed, unemployed, etc.  Please note that one must be checked for each month! Even if you were unemployed for less than one month, please check off that month. I was in March ...",arbeitslos gemeldet,"Und nun denken Sie bitte an das ganze letzte Jahr, also das Jahr 2003. Wir haben hier eine Art Kalender abgebildet. Links steht, was Sie im letzten Jahr gewesen sein können. Bitte gehen Sie die Liste durch und kreuzen Sie alle Monate an, in denen Sie zum Beispiel erwerbstätig waren, arbeitslos waren usw. Bitte achten Sie darauf, dass für jeden Monat ein Kästchen angekreuzt sein muß! Bei Arbeitslosigkeit: auch wenn kürzer als ein Monat, bitte im entsprechenden Monat ankreuzen. Ich war im März...",pre_2004_online,q79c_6
soep-pretest,pre_2004_online,79_2,7,,"in retirement or early retirement ""Vorruhestand""","And now think back on all of 2003. We've drawn up a type of calendar below. Listed on the left are various employment characteristics that may have applied to you last year.Please go through the various months and check all the months in which you were employed, unemployed, etc.  Please note that one must be checked for each month! Even if you were unemployed for less than one month, please check off that month. I was in March ...",in Rente / Pension oder Vorruhestand ,"Und nun denken Sie bitte an das ganze letzte Jahr, also das Jahr 2003. Wir haben hier eine Art Kalender abgebildet. Links steht, was Sie im letzten Jahr gewesen sein können. Bitte gehen Sie die Liste durch und kreuzen Sie alle Monate an, in denen Sie zum Beispiel erwerbstätig waren, arbeitslos waren usw. Bitte achten Sie darauf, dass für jeden Monat ein Kästchen angekreuzt sein muß! Bei Arbeitslosigkeit: auch wenn kürzer als ein Monat, bitte im entsprechenden Monat ankreuzen. Ich war im März...",pre_2004_online,q79c_7
soep-pretest,pre_2004_online,79_2,8,,"on maternity leave / child rearing leave / ""Elternzeit""","And now think back on all of 2003. We've drawn up a type of calendar below. Listed on the left are various employment characteristics that may have applied to you last year.Please go through the various months and check all the months in which you were employed, unemployed, etc.  Please note that one must be checked for each month! Even if you were unemployed for less than one month, please check off that month. I was in March ...",im Mutterschutz / Erziehungsurlaub / Elternzeit,"Und nun denken Sie bitte an das ganze letzte Jahr, also das Jahr 2003. Wir haben hier eine Art Kalender abgebildet. Links steht, was Sie im letzten Jahr gewesen sein können. Bitte gehen Sie die Liste durch und kreuzen Sie alle Monate an, in denen Sie zum Beispiel erwerbstätig waren, arbeitslos waren usw. Bitte achten Sie darauf, dass für jeden Monat ein Kästchen angekreuzt sein muß! Bei Arbeitslosigkeit: auch wenn kürzer als ein Monat, bitte im entsprechenden Monat ankreuzen. Ich war im März...",pre_2004_online,q79c_8
soep-pretest,pre_2004_online,79_2,9,,"in school, at university or ""Fachschule""","And now think back on all of 2003. We've drawn up a type of calendar below. Listed on the left are various employment characteristics that may have applied to you last year.Please go through the various months and check all the months in which you were employed, unemployed, etc.  Please note that one must be checked for each month! Even if you were unemployed for less than one month, please check off that month. I was in March ...",auf der Schule / Hochschule / Fachschule,"Und nun denken Sie bitte an das ganze letzte Jahr, also das Jahr 2003. Wir haben hier eine Art Kalender abgebildet. Links steht, was Sie im letzten Jahr gewesen sein können. Bitte gehen Sie die Liste durch und kreuzen Sie alle Monate an, in denen Sie zum Beispiel erwerbstätig waren, arbeitslos waren usw. Bitte achten Sie darauf, dass für jeden Monat ein Kästchen angekreuzt sein muß! Bei Arbeitslosigkeit: auch wenn kürzer als ein Monat, bitte im entsprechenden Monat ankreuzen. Ich war im März...",pre_2004_online,q79c_9
soep-pretest,pre_2004_online,79_2,10,,Military Service / Reserve Duty Training Exercise - Community Service - Voluntary Social Year,"And now think back on all of 2003. We've drawn up a type of calendar below. Listed on the left are various employment characteristics that may have applied to you last year.Please go through the various months and check all the months in which you were employed, unemployed, etc.  Please note that one must be checked for each month! Even if you were unemployed for less than one month, please check off that month. I was in March ...",Wehrdienst/Wehrübung als Wehrpflichtiger- Zivildienst- Freiwilliges soziales Jahr,"Und nun denken Sie bitte an das ganze letzte Jahr, also das Jahr 2003. Wir haben hier eine Art Kalender abgebildet. Links steht, was Sie im letzten Jahr gewesen sein können. Bitte gehen Sie die Liste durch und kreuzen Sie alle Monate an, in denen Sie zum Beispiel erwerbstätig waren, arbeitslos waren usw. Bitte achten Sie darauf, dass für jeden Monat ein Kästchen angekreuzt sein muß! Bei Arbeitslosigkeit: auch wenn kürzer als ein Monat, bitte im entsprechenden Monat ankreuzen. Ich war im März...",pre_2004_online,q79c_10
soep-pretest,pre_2004_online,79_2,11,,"housewife, houseman","And now think back on all of 2003. We've drawn up a type of calendar below. Listed on the left are various employment characteristics that may have applied to you last year.Please go through the various months and check all the months in which you were employed, unemployed, etc.  Please note that one must be checked for each month! Even if you were unemployed for less than one month, please check off that month. I was in March ...",Hausfrau / Hausmann,"Und nun denken Sie bitte an das ganze letzte Jahr, also das Jahr 2003. Wir haben hier eine Art Kalender abgebildet. Links steht, was Sie im letzten Jahr gewesen sein können. Bitte gehen Sie die Liste durch und kreuzen Sie alle Monate an, in denen Sie zum Beispiel erwerbstätig waren, arbeitslos waren usw. Bitte achten Sie darauf, dass für jeden Monat ein Kästchen angekreuzt sein muß! Bei Arbeitslosigkeit: auch wenn kürzer als ein Monat, bitte im entsprechenden Monat ankreuzen. Ich war im März...",pre_2004_online,q79c_11
soep-pretest,pre_2004_online,79_2,12,,Other,"And now think back on all of 2003. We've drawn up a type of calendar below. Listed on the left are various employment characteristics that may have applied to you last year.Please go through the various months and check all the months in which you were employed, unemployed, etc.  Please note that one must be checked for each month! Even if you were unemployed for less than one month, please check off that month. I was in March ...",Sonstiges,"Und nun denken Sie bitte an das ganze letzte Jahr, also das Jahr 2003. Wir haben hier eine Art Kalender abgebildet. Links steht, was Sie im letzten Jahr gewesen sein können. Bitte gehen Sie die Liste durch und kreuzen Sie alle Monate an, in denen Sie zum Beispiel erwerbstätig waren, arbeitslos waren usw. Bitte achten Sie darauf, dass für jeden Monat ein Kästchen angekreuzt sein muß! Bei Arbeitslosigkeit: auch wenn kürzer als ein Monat, bitte im entsprechenden Monat ankreuzen. Ich war im März...",pre_2004_online,q79c_12
soep-pretest,pre_2004_online,79_2,13,,Other (please specify):,"And now think back on all of 2003. We've drawn up a type of calendar below. Listed on the left are various employment characteristics that may have applied to you last year.Please go through the various months and check all the months in which you were employed, unemployed, etc.  Please note that one must be checked for each month! Even if you were unemployed for less than one month, please check off that month. I was in March ...",Sonstiges und zwar: (bitte eintragen),"Und nun denken Sie bitte an das ganze letzte Jahr, also das Jahr 2003. Wir haben hier eine Art Kalender abgebildet. Links steht, was Sie im letzten Jahr gewesen sein können. Bitte gehen Sie die Liste durch und kreuzen Sie alle Monate an, in denen Sie zum Beispiel erwerbstätig waren, arbeitslos waren usw. Bitte achten Sie darauf, dass für jeden Monat ein Kästchen angekreuzt sein muß! Bei Arbeitslosigkeit: auch wenn kürzer als ein Monat, bitte im entsprechenden Monat ankreuzen. Ich war im März...",pre_2004_online,q79c_12_
soep-pretest,pre_2004_online,79_3,1,,"full-time employed (including State employment programs ""ABM"" / ""SAM"")","And now think back on all of 2003. We've drawn up a type of calendar below. Listed on the left are various employment characteristics that may have applied to you last year.Please go through the various months and check all the months in which you were employed, unemployed, etc.  Please note that one must be checked for each month! Even if you were unemployed for less than one month, please check off that month. I was in April ...",voll erwerbstätig (auch ABM oder SAM),"Und nun denken Sie bitte an das ganze letzte Jahr, also das Jahr 2003. Wir haben hier eine Art Kalender abgebildet. Links steht, was Sie im letzten Jahr gewesen sein können. Bitte gehen Sie die Liste durch und kreuzen Sie alle Monate an, in denen Sie zum Beispiel erwerbstätig waren, arbeitslos waren usw. Bitte achten Sie darauf, dass für jeden Monat ein Kästchen angekreuzt sein muß! Bei Arbeitslosigkeit: auch wenn kürzer als ein Monat, bitte im entsprechenden Monat ankreuzen. Ich war im April...",pre_2004_online,q79d_1
soep-pretest,pre_2004_online,79_3,2,,part-time employed,"And now think back on all of 2003. We've drawn up a type of calendar below. Listed on the left are various employment characteristics that may have applied to you last year.Please go through the various months and check all the months in which you were employed, unemployed, etc.  Please note that one must be checked for each month! Even if you were unemployed for less than one month, please check off that month. I was in April ...",teilzeitbeschäftigt ,"Und nun denken Sie bitte an das ganze letzte Jahr, also das Jahr 2003. Wir haben hier eine Art Kalender abgebildet. Links steht, was Sie im letzten Jahr gewesen sein können. Bitte gehen Sie die Liste durch und kreuzen Sie alle Monate an, in denen Sie zum Beispiel erwerbstätig waren, arbeitslos waren usw. Bitte achten Sie darauf, dass für jeden Monat ein Kästchen angekreuzt sein muß! Bei Arbeitslosigkeit: auch wenn kürzer als ein Monat, bitte im entsprechenden Monat ankreuzen. Ich war im April...",pre_2004_online,q79d_2
soep-pretest,pre_2004_online,79_3,3,,in a mini-job (up to 400 ),"And now think back on all of 2003. We've drawn up a type of calendar below. Listed on the left are various employment characteristics that may have applied to you last year.Please go through the various months and check all the months in which you were employed, unemployed, etc.  Please note that one must be checked for each month! Even if you were unemployed for less than one month, please check off that month. I was in April ...",in einem Mini-Job (bis 400  ),"Und nun denken Sie bitte an das ganze letzte Jahr, also das Jahr 2003. Wir haben hier eine Art Kalender abgebildet. Links steht, was Sie im letzten Jahr gewesen sein können. Bitte gehen Sie die Liste durch und kreuzen Sie alle Monate an, in denen Sie zum Beispiel erwerbstätig waren, arbeitslos waren usw. Bitte achten Sie darauf, dass für jeden Monat ein Kästchen angekreuzt sein muß! Bei Arbeitslosigkeit: auch wenn kürzer als ein Monat, bitte im entsprechenden Monat ankreuzen. Ich war im April...",pre_2004_online,q79d_3
soep-pretest,pre_2004_online,79_3,4,,in first-time company training / apprenticeship,"And now think back on all of 2003. We've drawn up a type of calendar below. Listed on the left are various employment characteristics that may have applied to you last year.Please go through the various months and check all the months in which you were employed, unemployed, etc.  Please note that one must be checked for each month! Even if you were unemployed for less than one month, please check off that month. I was in April ...",in betrieblicher Erstausbildung/Lehre,"Und nun denken Sie bitte an das ganze letzte Jahr, also das Jahr 2003. Wir haben hier eine Art Kalender abgebildet. Links steht, was Sie im letzten Jahr gewesen sein können. Bitte gehen Sie die Liste durch und kreuzen Sie alle Monate an, in denen Sie zum Beispiel erwerbstätig waren, arbeitslos waren usw. Bitte achten Sie darauf, dass für jeden Monat ein Kästchen angekreuzt sein muß! Bei Arbeitslosigkeit: auch wenn kürzer als ein Monat, bitte im entsprechenden Monat ankreuzen. Ich war im April...",pre_2004_online,q79d_4
soep-pretest,pre_2004_online,79_3,5,,"in further training, retraining, further professional education","And now think back on all of 2003. We've drawn up a type of calendar below. Listed on the left are various employment characteristics that may have applied to you last year.Please go through the various months and check all the months in which you were employed, unemployed, etc.  Please note that one must be checked for each month! Even if you were unemployed for less than one month, please check off that month. I was in April ...","in Fortbildung, Umschulung oder beruflicher Weiterbildung","Und nun denken Sie bitte an das ganze letzte Jahr, also das Jahr 2003. Wir haben hier eine Art Kalender abgebildet. Links steht, was Sie im letzten Jahr gewesen sein können. Bitte gehen Sie die Liste durch und kreuzen Sie alle Monate an, in denen Sie zum Beispiel erwerbstätig waren, arbeitslos waren usw. Bitte achten Sie darauf, dass für jeden Monat ein Kästchen angekreuzt sein muß! Bei Arbeitslosigkeit: auch wenn kürzer als ein Monat, bitte im entsprechenden Monat ankreuzen. Ich war im April...",pre_2004_online,q79d_5
soep-pretest,pre_2004_online,79_3,6,,registered as unemployed,"And now think back on all of 2003. We've drawn up a type of calendar below. Listed on the left are various employment characteristics that may have applied to you last year.Please go through the various months and check all the months in which you were employed, unemployed, etc.  Please note that one must be checked for each month! Even if you were unemployed for less than one month, please check off that month. I was in April ...",arbeitslos gemeldet,"Und nun denken Sie bitte an das ganze letzte Jahr, also das Jahr 2003. Wir haben hier eine Art Kalender abgebildet. Links steht, was Sie im letzten Jahr gewesen sein können. Bitte gehen Sie die Liste durch und kreuzen Sie alle Monate an, in denen Sie zum Beispiel erwerbstätig waren, arbeitslos waren usw. Bitte achten Sie darauf, dass für jeden Monat ein Kästchen angekreuzt sein muß! Bei Arbeitslosigkeit: auch wenn kürzer als ein Monat, bitte im entsprechenden Monat ankreuzen. Ich war im April...",pre_2004_online,q79d_6
soep-pretest,pre_2004_online,79_3,7,,"in retirement or early retirement ""Vorruhestand""","And now think back on all of 2003. We've drawn up a type of calendar below. Listed on the left are various employment characteristics that may have applied to you last year.Please go through the various months and check all the months in which you were employed, unemployed, etc.  Please note that one must be checked for each month! Even if you were unemployed for less than one month, please check off that month. I was in April ...",in Rente / Pension oder Vorruhestand ,"Und nun denken Sie bitte an das ganze letzte Jahr, also das Jahr 2003. Wir haben hier eine Art Kalender abgebildet. Links steht, was Sie im letzten Jahr gewesen sein können. Bitte gehen Sie die Liste durch und kreuzen Sie alle Monate an, in denen Sie zum Beispiel erwerbstätig waren, arbeitslos waren usw. Bitte achten Sie darauf, dass für jeden Monat ein Kästchen angekreuzt sein muß! Bei Arbeitslosigkeit: auch wenn kürzer als ein Monat, bitte im entsprechenden Monat ankreuzen. Ich war im April...",pre_2004_online,q79d_7
soep-pretest,pre_2004_online,79_3,8,,"on maternity leave / child rearing leave / ""Elternzeit""","And now think back on all of 2003. We've drawn up a type of calendar below. Listed on the left are various employment characteristics that may have applied to you last year.Please go through the various months and check all the months in which you were employed, unemployed, etc.  Please note that one must be checked for each month! Even if you were unemployed for less than one month, please check off that month. I was in April ...",im Mutterschutz / Erziehungsurlaub / Elternzeit,"Und nun denken Sie bitte an das ganze letzte Jahr, also das Jahr 2003. Wir haben hier eine Art Kalender abgebildet. Links steht, was Sie im letzten Jahr gewesen sein können. Bitte gehen Sie die Liste durch und kreuzen Sie alle Monate an, in denen Sie zum Beispiel erwerbstätig waren, arbeitslos waren usw. Bitte achten Sie darauf, dass für jeden Monat ein Kästchen angekreuzt sein muß! Bei Arbeitslosigkeit: auch wenn kürzer als ein Monat, bitte im entsprechenden Monat ankreuzen. Ich war im April...",pre_2004_online,q79d_8
soep-pretest,pre_2004_online,79_3,9,,"in school, at university or ""Fachschule""","And now think back on all of 2003. We've drawn up a type of calendar below. Listed on the left are various employment characteristics that may have applied to you last year.Please go through the various months and check all the months in which you were employed, unemployed, etc.  Please note that one must be checked for each month! Even if you were unemployed for less than one month, please check off that month. I was in April ...",auf der Schule / Hochschule / Fachschule,"Und nun denken Sie bitte an das ganze letzte Jahr, also das Jahr 2003. Wir haben hier eine Art Kalender abgebildet. Links steht, was Sie im letzten Jahr gewesen sein können. Bitte gehen Sie die Liste durch und kreuzen Sie alle Monate an, in denen Sie zum Beispiel erwerbstätig waren, arbeitslos waren usw. Bitte achten Sie darauf, dass für jeden Monat ein Kästchen angekreuzt sein muß! Bei Arbeitslosigkeit: auch wenn kürzer als ein Monat, bitte im entsprechenden Monat ankreuzen. Ich war im April...",pre_2004_online,q79d_9
soep-pretest,pre_2004_online,79_3,10,,Military Service / Reserve Duty Training Exercise - Community Service - Voluntary Social Year,"And now think back on all of 2003. We've drawn up a type of calendar below. Listed on the left are various employment characteristics that may have applied to you last year.Please go through the various months and check all the months in which you were employed, unemployed, etc.  Please note that one must be checked for each month! Even if you were unemployed for less than one month, please check off that month. I was in April ...",Wehrdienst/Wehrübung als Wehrpflichtiger- Zivildienst- Freiwilliges soziales Jahr,"Und nun denken Sie bitte an das ganze letzte Jahr, also das Jahr 2003. Wir haben hier eine Art Kalender abgebildet. Links steht, was Sie im letzten Jahr gewesen sein können. Bitte gehen Sie die Liste durch und kreuzen Sie alle Monate an, in denen Sie zum Beispiel erwerbstätig waren, arbeitslos waren usw. Bitte achten Sie darauf, dass für jeden Monat ein Kästchen angekreuzt sein muß! Bei Arbeitslosigkeit: auch wenn kürzer als ein Monat, bitte im entsprechenden Monat ankreuzen. Ich war im April...",pre_2004_online,q79d_10
soep-pretest,pre_2004_online,79_3,11,,"housewife, houseman","And now think back on all of 2003. We've drawn up a type of calendar below. Listed on the left are various employment characteristics that may have applied to you last year.Please go through the various months and check all the months in which you were employed, unemployed, etc.  Please note that one must be checked for each month! Even if you were unemployed for less than one month, please check off that month. I was in April ...",Hausfrau / Hausmann,"Und nun denken Sie bitte an das ganze letzte Jahr, also das Jahr 2003. Wir haben hier eine Art Kalender abgebildet. Links steht, was Sie im letzten Jahr gewesen sein können. Bitte gehen Sie die Liste durch und kreuzen Sie alle Monate an, in denen Sie zum Beispiel erwerbstätig waren, arbeitslos waren usw. Bitte achten Sie darauf, dass für jeden Monat ein Kästchen angekreuzt sein muß! Bei Arbeitslosigkeit: auch wenn kürzer als ein Monat, bitte im entsprechenden Monat ankreuzen. Ich war im April...",pre_2004_online,q79d_11
soep-pretest,pre_2004_online,79_3,12,,Other,"And now think back on all of 2003. We've drawn up a type of calendar below. Listed on the left are various employment characteristics that may have applied to you last year.Please go through the various months and check all the months in which you were employed, unemployed, etc.  Please note that one must be checked for each month! Even if you were unemployed for less than one month, please check off that month. I was in April ...",Sonstiges,"Und nun denken Sie bitte an das ganze letzte Jahr, also das Jahr 2003. Wir haben hier eine Art Kalender abgebildet. Links steht, was Sie im letzten Jahr gewesen sein können. Bitte gehen Sie die Liste durch und kreuzen Sie alle Monate an, in denen Sie zum Beispiel erwerbstätig waren, arbeitslos waren usw. Bitte achten Sie darauf, dass für jeden Monat ein Kästchen angekreuzt sein muß! Bei Arbeitslosigkeit: auch wenn kürzer als ein Monat, bitte im entsprechenden Monat ankreuzen. Ich war im April...",pre_2004_online,q79d_12
soep-pretest,pre_2004_online,79_3,13,,Other (please specify):,"And now think back on all of 2003. We've drawn up a type of calendar below. Listed on the left are various employment characteristics that may have applied to you last year.Please go through the various months and check all the months in which you were employed, unemployed, etc.  Please note that one must be checked for each month! Even if you were unemployed for less than one month, please check off that month. I was in April ...",Sonstiges und zwar: (bitte eintragen),"Und nun denken Sie bitte an das ganze letzte Jahr, also das Jahr 2003. Wir haben hier eine Art Kalender abgebildet. Links steht, was Sie im letzten Jahr gewesen sein können. Bitte gehen Sie die Liste durch und kreuzen Sie alle Monate an, in denen Sie zum Beispiel erwerbstätig waren, arbeitslos waren usw. Bitte achten Sie darauf, dass für jeden Monat ein Kästchen angekreuzt sein muß! Bei Arbeitslosigkeit: auch wenn kürzer als ein Monat, bitte im entsprechenden Monat ankreuzen. Ich war im April...",pre_2004_online,q79d_12_
soep-pretest,pre_2004_online,79_4,1,,"full-time employed (including State employment programs ""ABM"" / ""SAM"")","And now think back on all of 2003. We've drawn up a type of calendar below. Listed on the left are various employment characteristics that may have applied to you last year.Please go through the various months and check all the months in which you were employed, unemployed, etc.  Please note that one must be checked for each month! Even if you were unemployed for less than one month, please check off that month. I was in May ...",voll erwerbstätig (auch ABM oder SAM),"Und nun denken Sie bitte an das ganze letzte Jahr, also das Jahr 2003. Wir haben hier eine Art Kalender abgebildet. Links steht, was Sie im letzten Jahr gewesen sein können. Bitte gehen Sie die Liste durch und kreuzen Sie alle Monate an, in denen Sie zum Beispiel erwerbstätig waren, arbeitslos waren usw. Bitte achten Sie darauf, dass für jeden Monat ein Kästchen angekreuzt sein muß! Bei Arbeitslosigkeit: auch wenn kürzer als ein Monat, bitte im entsprechenden Monat ankreuzen. Ich war im Mai...",pre_2004_online,q79e_1
soep-pretest,pre_2004_online,79_4,2,,part-time employed,"And now think back on all of 2003. We've drawn up a type of calendar below. Listed on the left are various employment characteristics that may have applied to you last year.Please go through the various months and check all the months in which you were employed, unemployed, etc.  Please note that one must be checked for each month! Even if you were unemployed for less than one month, please check off that month. I was in May ...",teilzeitbeschäftigt ,"Und nun denken Sie bitte an das ganze letzte Jahr, also das Jahr 2003. Wir haben hier eine Art Kalender abgebildet. Links steht, was Sie im letzten Jahr gewesen sein können. Bitte gehen Sie die Liste durch und kreuzen Sie alle Monate an, in denen Sie zum Beispiel erwerbstätig waren, arbeitslos waren usw. Bitte achten Sie darauf, dass für jeden Monat ein Kästchen angekreuzt sein muß! Bei Arbeitslosigkeit: auch wenn kürzer als ein Monat, bitte im entsprechenden Monat ankreuzen. Ich war im Mai...",pre_2004_online,q79e_2
soep-pretest,pre_2004_online,79_4,3,,in a mini-job (up to 400 ),"And now think back on all of 2003. We've drawn up a type of calendar below. Listed on the left are various employment characteristics that may have applied to you last year.Please go through the various months and check all the months in which you were employed, unemployed, etc.  Please note that one must be checked for each month! Even if you were unemployed for less than one month, please check off that month. I was in May ...",in einem Mini-Job (bis 400  ),"Und nun denken Sie bitte an das ganze letzte Jahr, also das Jahr 2003. Wir haben hier eine Art Kalender abgebildet. Links steht, was Sie im letzten Jahr gewesen sein können. Bitte gehen Sie die Liste durch und kreuzen Sie alle Monate an, in denen Sie zum Beispiel erwerbstätig waren, arbeitslos waren usw. Bitte achten Sie darauf, dass für jeden Monat ein Kästchen angekreuzt sein muß! Bei Arbeitslosigkeit: auch wenn kürzer als ein Monat, bitte im entsprechenden Monat ankreuzen. Ich war im Mai...",pre_2004_online,q79e_3
soep-pretest,pre_2004_online,79_4,4,,in first-time company training / apprenticeship,"And now think back on all of 2003. We've drawn up a type of calendar below. Listed on the left are various employment characteristics that may have applied to you last year.Please go through the various months and check all the months in which you were employed, unemployed, etc.  Please note that one must be checked for each month! Even if you were unemployed for less than one month, please check off that month. I was in May ...",in betrieblicher Erstausbildung/Lehre,"Und nun denken Sie bitte an das ganze letzte Jahr, also das Jahr 2003. Wir haben hier eine Art Kalender abgebildet. Links steht, was Sie im letzten Jahr gewesen sein können. Bitte gehen Sie die Liste durch und kreuzen Sie alle Monate an, in denen Sie zum Beispiel erwerbstätig waren, arbeitslos waren usw. Bitte achten Sie darauf, dass für jeden Monat ein Kästchen angekreuzt sein muß! Bei Arbeitslosigkeit: auch wenn kürzer als ein Monat, bitte im entsprechenden Monat ankreuzen. Ich war im Mai...",pre_2004_online,q79e_4
soep-pretest,pre_2004_online,79_4,5,,"in further training, retraining, further professional education","And now think back on all of 2003. We've drawn up a type of calendar below. Listed on the left are various employment characteristics that may have applied to you last year.Please go through the various months and check all the months in which you were employed, unemployed, etc.  Please note that one must be checked for each month! Even if you were unemployed for less than one month, please check off that month. I was in May ...","in Fortbildung, Umschulung oder beruflicher Weiterbildung","Und nun denken Sie bitte an das ganze letzte Jahr, also das Jahr 2003. Wir haben hier eine Art Kalender abgebildet. Links steht, was Sie im letzten Jahr gewesen sein können. Bitte gehen Sie die Liste durch und kreuzen Sie alle Monate an, in denen Sie zum Beispiel erwerbstätig waren, arbeitslos waren usw. Bitte achten Sie darauf, dass für jeden Monat ein Kästchen angekreuzt sein muß! Bei Arbeitslosigkeit: auch wenn kürzer als ein Monat, bitte im entsprechenden Monat ankreuzen. Ich war im Mai...",pre_2004_online,q79e_5
soep-pretest,pre_2004_online,79_4,6,,registered as unemployed,"And now think back on all of 2003. We've drawn up a type of calendar below. Listed on the left are various employment characteristics that may have applied to you last year.Please go through the various months and check all the months in which you were employed, unemployed, etc.  Please note that one must be checked for each month! Even if you were unemployed for less than one month, please check off that month. I was in May ...",arbeitslos gemeldet,"Und nun denken Sie bitte an das ganze letzte Jahr, also das Jahr 2003. Wir haben hier eine Art Kalender abgebildet. Links steht, was Sie im letzten Jahr gewesen sein können. Bitte gehen Sie die Liste durch und kreuzen Sie alle Monate an, in denen Sie zum Beispiel erwerbstätig waren, arbeitslos waren usw. Bitte achten Sie darauf, dass für jeden Monat ein Kästchen angekreuzt sein muß! Bei Arbeitslosigkeit: auch wenn kürzer als ein Monat, bitte im entsprechenden Monat ankreuzen. Ich war im Mai...",pre_2004_online,q79e_6
soep-pretest,pre_2004_online,79_4,7,,"in retirement or early retirement ""Vorruhestand""","And now think back on all of 2003. We've drawn up a type of calendar below. Listed on the left are various employment characteristics that may have applied to you last year.Please go through the various months and check all the months in which you were employed, unemployed, etc.  Please note that one must be checked for each month! Even if you were unemployed for less than one month, please check off that month. I was in May ...",in Rente / Pension oder Vorruhestand ,"Und nun denken Sie bitte an das ganze letzte Jahr, also das Jahr 2003. Wir haben hier eine Art Kalender abgebildet. Links steht, was Sie im letzten Jahr gewesen sein können. Bitte gehen Sie die Liste durch und kreuzen Sie alle Monate an, in denen Sie zum Beispiel erwerbstätig waren, arbeitslos waren usw. Bitte achten Sie darauf, dass für jeden Monat ein Kästchen angekreuzt sein muß! Bei Arbeitslosigkeit: auch wenn kürzer als ein Monat, bitte im entsprechenden Monat ankreuzen. Ich war im Mai...",pre_2004_online,q79e_7
