study,questionnaire,answer_list,value,label,label_de
soep-pretest,pre_2006,107,-2,Does not apply,Trifft nicht zu
soep-pretest,pre_2006,107,-1,No answer,keine Angabe
soep-pretest,pre_2006,107,1,Yes,Ja
soep-pretest,pre_2006,107,2,No,Nein
soep-pretest,pre_2006,108,-2,Does not apply,Trifft nicht zu
soep-pretest,pre_2006,108,-1,No answer,keine Angabe
soep-pretest,pre_2006,108,1,Yes,Ja
soep-pretest,pre_2006,108,2,No,Nein
soep-pretest,pre_2006,109,-2,Does not apply,Trifft nicht zu
soep-pretest,pre_2006,109,-1,No answer,keine Angabe
soep-pretest,pre_2006,109,1,Yes,Ja
soep-pretest,pre_2006,109,2,No,Nein
soep-pretest,pre_2006,110,-2,Does not apply,Trifft nicht zu
soep-pretest,pre_2006,110,-1,No answer,keine Angabe
soep-pretest,pre_2006,110,1,Yes,Ja
soep-pretest,pre_2006,110,2,No,Nein
soep-pretest,pre_2006,111,-2,Does not apply,Trifft nicht zu
soep-pretest,pre_2006,111,-1,No answer,keine Angabe
soep-pretest,pre_2006,111,1,Yes,Ja
soep-pretest,pre_2006,111,2,No,Nein
soep-pretest,pre_2006,112,-2,Does not apply,Trifft nicht zu
soep-pretest,pre_2006,112,-1,No answer,keine Angabe
soep-pretest,pre_2006,112,1,Do not know,Weiß nicht
soep-pretest,pre_2006,113,-2,Does not apply,Trifft nicht zu
soep-pretest,pre_2006,113,-1,No answer,keine Angabe
soep-pretest,pre_2006,113,1,Do not know,Weiß nicht
soep-pretest,pre_2006,114,-2,Does not apply,Trifft nicht zu
soep-pretest,pre_2006,114,-1,No answer,keine Angabe
soep-pretest,pre_2006,114,1,Do not know,Weiß nicht
soep-pretest,pre_2006,115,-2,Does not apply,Trifft nicht zu
soep-pretest,pre_2006,115,-1,No answer,keine Angabe
soep-pretest,pre_2006,115,1,Do not know,Weiß nicht
soep-pretest,pre_2006,115_1,-2,Does not apply,Trifft nicht zu
soep-pretest,pre_2006,115_1,-1,No answer,keine Angabe
soep-pretest,pre_2006,115_1,1,Do not know,Weiß nicht
soep-pretest,pre_2006,116,-2,Does not apply,Trifft nicht zu
soep-pretest,pre_2006,116,-1,No answer,keine Angabe
soep-pretest,pre_2006,116,0,0 = Completely dissatisfied,0 = Ganz und gar unzufrieden
soep-pretest,pre_2006,116,1,1,1
soep-pretest,pre_2006,116,2,2,2
soep-pretest,pre_2006,116,3,3,3
soep-pretest,pre_2006,116,4,4,4
soep-pretest,pre_2006,116,5,5,5
soep-pretest,pre_2006,116,6,6,6
soep-pretest,pre_2006,116,7,7,7
soep-pretest,pre_2006,116,8,8,8
soep-pretest,pre_2006,116,9,9,9
soep-pretest,pre_2006,116,10,10 = Completely satisfied,10 = Ganz und gar zufrieden
soep-pretest,pre_2006,117,-2,Does not apply,Trifft nicht zu
soep-pretest,pre_2006,117,-1,No answer,keine Angabe
soep-pretest,pre_2006,117,0,Absolutely bad,0 = Ganz und gar schlecht
soep-pretest,pre_2006,117,1,1,1
soep-pretest,pre_2006,117,2,2,2
soep-pretest,pre_2006,117,3,3,3
soep-pretest,pre_2006,117,4,4,4
soep-pretest,pre_2006,117,5,5,5
soep-pretest,pre_2006,117,6,6,6
soep-pretest,pre_2006,117,7,7,7
soep-pretest,pre_2006,117,8,8,8
soep-pretest,pre_2006,117,9,9,9
soep-pretest,pre_2006,117,10,Absolutely good,10 = Ganz und gar gut
soep-pretest,pre_2006,118,-2,Does not apply,Trifft nicht zu
soep-pretest,pre_2006,118,-1,No answer,keine Angabe
soep-pretest,pre_2006,118,1,"No, nothing anymore","Nein, nichts mehr"
soep-pretest,pre_2007_muki_a,2,-1,No answer,Keine Angabe
soep-pretest,pre_2007_muki_a,2_1,1,Boy,Junge
soep-pretest,pre_2007_muki_a,2_1,2,Girl,Mädchen
soep-pretest,pre_2007_muki_a,3,1,Yes,Ja
soep-pretest,pre_2007_muki_a,3,2,No,Nein
soep-pretest,pre_2007_muki_a,3,-1,"Has brothers, but no number given ","Brüder vorhanden, Anzahl keine Angabe"
soep-pretest,pre_2007_muki_a,3,-1,"Has sisters, but no number given","Schwestern vorhanden, Anzahl keine angabe"
soep-pretest,pre_2007_muki_a,3,-1,Number of siblings - No answer,Gesamtanzahl Geschwister - Keine Angabe
soep-pretest,pre_2007_muki_a,4,1,Yes,Ja
soep-pretest,pre_2007_muki_a,4,2,No,Nein
soep-pretest,pre_2007_muki_a,4,3,Does not apply,Trifft nicht zu
soep-pretest,pre_2007_muki_a,4_1,1,Just in the morning,Überwiegend vormittags
soep-pretest,pre_2007_muki_a,4_1,2,Just in the afternoon,Überwiegend nachmittags
soep-pretest,pre_2007_muki_a,4_1,3,All day,Überwiegend ganztags
soep-pretest,pre_2007_muki_a,5,-1,No answer,Keine Angabe
soep-pretest,pre_2007_muki_a,6,1,Very good,Sehr gut
soep-pretest,pre_2007_muki_a,6,2,Good,Gut
soep-pretest,pre_2007_muki_a,6,3,Satisfactory,Zufriedenstellend
soep-pretest,pre_2007_muki_a,6,4,Not so good,Weniger gut
soep-pretest,pre_2007_muki_a,6,5,Bad,Schlecht
soep-pretest,pre_2007_muki_a,7,1,Never,Nie
soep-pretest,pre_2007_muki_a,7,2,Sometimes,Manchmal
soep-pretest,pre_2007_muki_a,7,3,Constantly,Ständig
soep-pretest,pre_2007_muki_a,8,1,"Yes, frequently","Ja, häufiger"
soep-pretest,pre_2007_muki_a,8,2,"Yes, but just once","Ja, aber nur einmal"
soep-pretest,pre_2007_muki_a,8,3,"No, not at all","Nein, gar nicht"
soep-pretest,pre_2007_muki_a,9,1,Yes,Ja
soep-pretest,pre_2007_muki_a,9,2,No,Nein
soep-pretest,pre_2007_muki_a,11,1,Yes,Ja
soep-pretest,pre_2007_muki_a,11,2,No,Nein
soep-pretest,pre_2007_muki_a,12,1,Yes,Ja
soep-pretest,pre_2007_muki_a,12,2,No,Nein
soep-pretest,pre_2007_muki_a,12_1,1,Child is or was in treatment for this problem,Kind ist oder war deswegen in Behandlung
soep-pretest,pre_2007_muki_a,12_1,2,We are or have been in consultation for this problem,Beratung findet statt / hat stattgefunden
soep-pretest,pre_2007_muki_a,13,-1,No answer,Keine Angabe
soep-pretest,pre_2007_muki_a,13_1,-1,No answer,Keine Angabe
soep-pretest,pre_2007_muki_a,14,1,Every day,Täglich
soep-pretest,pre_2007_muki_a,14,2,Several times a week,Mehrmals die Woche
soep-pretest,pre_2007_muki_a,14,3,At least once a week,Mindestens einmal die Woche
soep-pretest,pre_2007_muki_a,14,4,Not at all,Gar nicht
soep-pretest,pre_2007_muki_a,15,1,Yes,Ja
soep-pretest,pre_2007_muki_a,15,2,No,Nein
soep-pretest,pre_2007_muki_a,17,1,Yes,"Ja, im Verein"
soep-pretest,pre_2007_muki_a,17,2,No,"Nein, ausschließlich außerhalb eines Vereins"
soep-pretest,pre_2007_muki_a,18,1,Yes,Ja
soep-pretest,pre_2007_muki_a,18,2,No,Nein
soep-pretest,pre_2007_muki_a,19,-1,No answer,Keine Angabe
soep-pretest,pre_2007_muki_a,20,1,Yes,Ja
soep-pretest,pre_2007_muki_a,20,2,No,Nein
soep-pretest,pre_2007_muki_a,21,1,"Yes, every day","Ja, täglich"
soep-pretest,pre_2007_muki_a,21,2,"Yes, several times per week","Ja, mehrmals die Woche"
soep-pretest,pre_2007_muki_a,21,3,"Yes, at least once per week","Ja, mindestens einmal die Woche"
soep-pretest,pre_2007_muki_a,21,4,Rarely,Seltener
soep-pretest,pre_2007_muki_a,21,5,"No, never","Nein, überhaupt nicht"
soep-pretest,pre_2007_muki_a,22,1,Yes,Ja
soep-pretest,pre_2007_muki_a,22,2,"Only rarely, as an exception","Nur selten, ausnahmsweise"
soep-pretest,pre_2007_muki_a,22,3,"No, never","Nein, grundsätzlich nicht"
soep-pretest,pre_2007_muki_a,23,-1,No answer,Keine Angabe
soep-pretest,pre_2007_muki_a,24,1,Yes,Ja
soep-pretest,pre_2007_muki_a,24,2,"Only rarely, as an exception","Nur selten, ausnahmsweise"
soep-pretest,pre_2007_muki_a,24,3,"No, never","Nein, grundsätzlich nicht"
soep-pretest,pre_2007_muki_a,25,-1,No answer,Keine Angabe
soep-pretest,pre_2007_muki_a,26,0,talkative,gesprächig
soep-pretest,pre_2007_muki_a,26,10,quiet ,still
soep-pretest,pre_2007_muki_a,26,0,untidy,unordentlich
soep-pretest,pre_2007_muki_a,26,10,tidy,ordentlich
soep-pretest,pre_2007_muki_a,26,0,good-natured,gutmütig
soep-pretest,pre_2007_muki_a,26,10,short-tempered,leicht reizbar
soep-pretest,pre_2007_muki_a,26,0,inquisitive ,wenig interessiert
soep-pretest,pre_2007_muki_a,26,10,not so interested,wissensdurstig
soep-pretest,pre_2007_muki_a,26,0,self-confident,hat Selbstvertrauen
soep-pretest,pre_2007_muki_a,26,10,insecure,ist unsicher
soep-pretest,pre_2007_muki_a,26,0,withdrawn,zurückgezogen
soep-pretest,pre_2007_muki_a,26,10,sociable,kontaktfreudig
soep-pretest,pre_2007_muki_a,26,0, focused,konzentriert
soep-pretest,pre_2007_muki_a,26,10,easily distracted,leicht ablenkbar
soep-pretest,pre_2007_muki_a,26,0,defiant,trotzig
soep-pretest,pre_2007_muki_a,26,10,flexible,fügsam
soep-pretest,pre_2007_muki_a,26,0,quick comprehending,begreift schnell
soep-pretest,pre_2007_muki_a,26,10,needs time to grasp ,braucht Zeit
soep-pretest,pre_2007_muki_a,26,0,anxiuos,ängstlich
soep-pretest,pre_2007_muki_a,26,10,unanxious,unängstlich
soep-pretest,pre_2007_muki_a,27,1,Not at all,Nicht zutreffend
soep-pretest,pre_2007_muki_a,27,2,Somewhat true,Teilweise zutreffend
soep-pretest,pre_2007_muki_a,27,3,Completely true,Eindeutig zutreffend
soep-pretest,pre_2007_muki_a,28,1,German only,Nur in Deutsch
soep-pretest,pre_2007_muki_a,28,2,Another language as well,Auch in einer anderen Sprache
soep-pretest,pre_2007_muki_a,28,3,Another language only,Nur in der anderen Sprache
soep-pretest,pre_2007_muki_a,29,0,Completely unwilling to take risks,Gar nicht risikobereit
soep-pretest,pre_2007_muki_a,29,10,Completely willing to take risks,Sehr risikobereit
soep-pretest,pre_2007_muki_a,30,0,Very unpatient,Sehr ungeduldig
soep-pretest,pre_2007_muki_a,30,10,Very patient,Sehr geduldig
soep-pretest,pre_2007_muki_a,31,0,Not at all impulsive,Gar nicht impulsiv
soep-pretest,pre_2007_muki_a,31,10,Very impulsive,Sehr impulsiv
soep-pretest,pre_2007_muki_a,32,1,Married to the childs biological father and living together with him, Verheiratet mit leiblichem Vater zusammenlebend
soep-pretest,pre_2007_muki_a,32,2,Married to and living with someone else," Verheiratet, mit anderer Person zusammenlebend"
soep-pretest,pre_2007_muki_a,32,3,Married to the childs biological father but permanently separated," Verheiratet mit leiblichem Vater,getrennt lebend"
soep-pretest,pre_2007_muki_a,32,4,Married to another person but permanently separated from him," Verheiratet mit anderer Person,getrennt lebend"
soep-pretest,pre_2007_muki_a,32,5,Single, Ledig
soep-pretest,pre_2007_muki_a,32,6,Divorced, Geschieden
soep-pretest,pre_2007_muki_a,32,7,Widowed, Verwitwet
soep-pretest,pre_2007_muki_a,33,1,"Yes, to the childs father","Ja, mit leiblichem Vater des Kindes"
soep-pretest,pre_2007_muki_a,33,2,"Yes, to someone else","Ja, mit anderer Person"
soep-pretest,pre_2007_muki_a,33,3,No,Nein
soep-pretest,pre_2007_muki_a,34,-1,No answer,Keine Angabe
soep-pretest,pre_2007_muki_a,34_1,-1,No answer,Keine Angabe
soep-pretest,pre_2007_muki_a,35,1,"Yes, the childs biological father","Ja, leiblicher Vater"
soep-pretest,pre_2007_muki_a,35,2,"Yes, the childs stepfather, foster father, or adoptive father","Ja, Stief-/Pflege-/Adoptivvater"
soep-pretest,pre_2007_muki_a,35,3,No,Nein
soep-pretest,pre_2007_muki_a,36,1,Biological father,Leiblicher Vater
soep-pretest,pre_2007_muki_a,36,2,Step/foster/adoptive father,Stief-/Pflege-/Adoptivvater
soep-pretest,pre_2007_muki_a,36_1,-1,No answer,Keine Angabe
soep-pretest,pre_2007_muki_a,37,1,Yes,Ja
soep-pretest,pre_2007_muki_a,37,2,No,Nein
soep-pretest,pre_2007_muki_a,38,1,None,Keinen Schulabschluss
soep-pretest,pre_2007_muki_a,38,2,Lower secondary school (Volks-/Hauptschule; GDR: 8th grade Polytechnische Oberschule),Volks- / Hauptschulabschluss (DDR: 8. Klasse POS)
soep-pretest,pre_2007_muki_a,38,3,Intermediate secondary school (Mittlere Reife / Realschule; GDR: 10th grade Polytechnische Oberschule),"Mittlere Reife, Realschulabschluss (DDR: 10. Klasse POS)"
soep-pretest,pre_2007_muki_a,38,4,"Upper secondary school / University entrance exam; (Abitur, GDR: Erweiterte Oberschule)",Abitur / Hochschulreife (DDR: EOS)
soep-pretest,pre_2007_muki_a,38,5,Graduated from other type of school, Anderen Schulabschluss
soep-pretest,pre_2007_muki_a,38,6,Don't know, Weiß nicht
soep-pretest,pre_2007_muki_a,39,1,"Yes, vocational training","Ja, berufliche Ausbildung"
soep-pretest,pre_2007_muki_a,39,2,"Yes, university degree","Ja, Hochschulstudium"
soep-pretest,pre_2007_muki_a,39,3,"No, have not completed any higher education","Nein, keine abgeschlossene Ausbildung"
soep-pretest,pre_2007_muki_a,39,4,Dont know,Weiß nicht
soep-pretest,pre_2007_muki_a,40,1,Employed full-time, In Vollzeit erwerbstätig
soep-pretest,pre_2007_muki_a,40,2,Employed part-time, In Teilzeit erwerbstätig
soep-pretest,pre_2007_muki_a,40,3,Registered unemployed, Arbeitslos gemeldet
soep-pretest,pre_2007_muki_a,40,4,In school / at university / in vocational training, In Schule/Studium/Ausbildung
soep-pretest,pre_2007_muki_a,40,5,On parental leave,In Elternzeit
soep-pretest,pre_2007_muki_a,40,6,Other, Sonstiges
soep-pretest,pre_2007_muki_a,41,1,Untrained worker, Ungelernte Arbeiter
soep-pretest,pre_2007_muki_a,41,2,Trained worker (angelernt), Angelernte Arbeiter
soep-pretest,pre_2007_muki_a,41,3,Trained and employed as skilled worker, Gelernte und Facharbeiter
soep-pretest,pre_2007_muki_a,41,4,"Foreman (Vorarbeiter, Kolonnenführer)"," Vorarbeiter, Kolonnenführer"
soep-pretest,pre_2007_muki_a,41,5,"Master craftsman (Meister, Polierer)"," Meister, Polier"
soep-pretest,pre_2007_muki_a,41_1,1,Industry and factory foreman in a salaried position,Industrie- und Werkmeister im Angestelltenverhältnis
soep-pretest,pre_2007_muki_a,41_1,2,"Employee with simple duties, did not complete vocational training",Angestellte mit einfacher Tätigkeit  ohne Ausbildungsabschluss
soep-pretest,pre_2007_muki_a,41_1,3,"Employee with simple duties, completed vocational training",Angestellte mit einfacher Tätigkeit  mit Ausbildungsabschluss
soep-pretest,pre_2007_muki_a,41_1,4,"Employee with duties requiring specialized qualifications (executive officer, bookkeeper, technical draftsman)","Angestellte mit qualifizierter Tätigkeit (z.B. Sachbearbeiter, Buchhalter, technischer Zeichner)"
soep-pretest,pre_2007_muki_a,41_1,5,"Employee with duties requiring advanced qualifications or managerial function (scientist, attorney, head of department)","Angestellte mit hochqualifizierter Tätigkeit oder Leitungsfunktion (z.B. wissenschaftlicher Mitarbeiter, Ingenieur, Abteilungsleiter)"
soep-pretest,pre_2007_muki_a,41_1,6,"Employee with comprehensive managerial responsibilities (managing director, supervisor, head of large firm or concern)","Angestellte mit umfassenden Führungsaufgaben (z.B. Direktor, Geschäftsführer, Vorstand größerer Betriebe und Verbände)"
soep-pretest,pre_2007_muki_a,41_2,1,Lower level, Einfacher Dienst
soep-pretest,pre_2007_muki_a,41_2,2,Middle level, Mittlerer Dienst
soep-pretest,pre_2007_muki_a,41_2,3,Upper level, Gehobener Dienst
soep-pretest,pre_2007_muki_a,41_2,4,Executive level, Höherer Dienst
soep-pretest,pre_2007_muki_a,41_3,1,Self-employed farmer: without employees,Selbständige Landwirte ohne Beschäftigte           
soep-pretest,pre_2007_muki_a,41_3,2,Self-employed farmer: with employees,Selbständige Landwirte mit Beschäftigten           
soep-pretest,pre_2007_muki_a,41_3,3,"Freelance professional, independent scholar: without employees","Freie Berufe, selbst. Akademiker ohne Beschäftigte "
soep-pretest,pre_2007_muki_a,41_3,4,"Freelance professional, independent scholar: with employees","Freie Berufe, selbst. Akademiker mit Beschäftigten "
soep-pretest,pre_2007_muki_a,41_3,5,Other self-employed: without employees,Sonstige Selbständige ohne Beschäftigte            
soep-pretest,pre_2007_muki_a,41_3,6,Other self-employed: with employees,Sonstige Selbständige mit Beschäftigten            
soep-pretest,pre_2007_muki_a,41_3,7,Family member working for self-employed relative,Mithelfende Familienangehörige                     
soep-pretest,pre_2007_muki_a,41_4,1,Never been employed,War nie erwerbstätig
soep-pretest,pre_2007_muki_a,41_4,-1,No answer ,keine Angabe
soep-pretest,pre_2007_muki_a,42,1,Catholic,katholisch
soep-pretest,pre_2007_muki_a,42,2,Protestant,evangelisch
soep-pretest,pre_2007_muki_a,42,3,A member of a different Christian denomination or religious community,Andere christliche Religionsgemeinschaft
soep-pretest,pre_2007_muki_a,42,4,A member of an Islamic religious community,Islamische Religionsgemeinschaft
soep-pretest,pre_2007_muki_a,42,5,A member of another religious community,Andere Religionsgemeinschaft
soep-pretest,pre_2007_muki_a,42,6,Not a member of a religious community,"Nein, konfessionslos"
soep-pretest,pre_2007_muki_a,43,1,Less than 10 books,unter 10 Bücher
soep-pretest,pre_2007_muki_a,43,2,10 to less than 50 books,10 bis unter 50 Bücher
soep-pretest,pre_2007_muki_a,43,3,50 to less than 100 books,50 bis unter 100 Bücher
soep-pretest,pre_2007_muki_a,43,4,100 to less than 200 books,100 bis unter 200 Bücher
soep-pretest,pre_2007_muki_a,43,5,200 to less than 500 books,200 bis unter 500 Bücher
soep-pretest,pre_2007_muki_a,43,6,500 to less than 1000 books,500 bis unter 1.000 Bücher
soep-pretest,pre_2007_muki_a,43,7,1000 books and more,1.000 Bücher und mehr
soep-pretest,pre_2007_muki_a,44,1,Rent,Mieter
soep-pretest,pre_2007_muki_a,44,2,Own,Eigentümer
soep-pretest,pre_2007_muki_a,45,-1,No answer,Keine Angabe
soep-pretest,pre_2007_muki_a,46,1,Less important,Weniger wichtig
soep-pretest,pre_2007_muki_a,46,2,Important,Wichtig
soep-pretest,pre_2007_muki_a,46,3,Very important,Sehr wichtig
soep-pretest,pre_2007_muki_a,46,4,Extremely important,Äußerst wichtig
soep-pretest,pre_2007_muki_a,47,0,Completely unwilling to take risks,Gar nicht risikobereit
soep-pretest,pre_2007_muki_a,47,10,Completely willing to take risks,Sehr risikobereit
soep-pretest,pre_2007_muki_a,48,0,Mery impatient ,Sehr ungeduldig
soep-pretest,pre_2007_muki_a,48,10,Very patient ,Sehr geduldig
soep-pretest,pre_2007_muki_a,49,0,Not at all  impulsive,Gar nicht impulsiv
soep-pretest,pre_2007_muki_a,49,10,Very impulsive,Sehr impulsiv
soep-pretest,pre_2007_muki_a,50,0,Completely dissatisfied,Ganz und gar unzufrieden
soep-pretest,pre_2007_muki_a,50,10,Completely satisfied,Ganz und gar zufrieden
soep-pretest,pre_2007_muki_a,51,-1,No answer,Keine Angabe
soep-pretest,pre_2007_muki_a,I1,1,Very good,Sehr gut
soep-pretest,pre_2007_muki_a,I1,6,Insufficient,Ungenügend
soep-pretest,pre_2007_muki_a,I1_1,1,Very good,Sehr gut
soep-pretest,pre_2007_muki_a,I1_1,6,Insufficient,Ungenügend
soep-pretest,pre_2007_muki_a,I1_2,1,Very good,Sehr gut
soep-pretest,pre_2007_muki_a,I1_2,6,Insufficient,Ungenügend
soep-pretest,pre_2007_1,1,-1,No answer,Keine Angabe
soep-pretest,pre_2007_1,1,0,0 = Totally unhappy,0 = Ganz und gar unzufrieden
soep-pretest,pre_2007_1,1,1,1,1
soep-pretest,pre_2007_1,1,2,2,2
soep-pretest,pre_2007_1,1,3,3,3
soep-pretest,pre_2007_1,1,4,4,4
soep-pretest,pre_2007_1,1,5,5,5
soep-pretest,pre_2007_1,1,6,6,6
soep-pretest,pre_2007_1,1,7,7,7
soep-pretest,pre_2007_1,1,8,8,8
soep-pretest,pre_2007_1,1,9,9,9
soep-pretest,pre_2007_1,1,10,10 = Totally happy,10 = Ganz und gar zufrieden
soep-pretest,pre_2007_1,2,-1,No answer,Keine Angabe
soep-pretest,pre_2007_1,2,0,0 = Totally unhappy,0 = Ganz und gar unzufrieden
soep-pretest,pre_2007_1,2,1,1,1
soep-pretest,pre_2007_1,2,2,2,2
soep-pretest,pre_2007_1,2,3,3,3
soep-pretest,pre_2007_1,2,4,4,4
soep-pretest,pre_2007_1,2,5,5,5
soep-pretest,pre_2007_1,2,6,6,6
soep-pretest,pre_2007_1,2,7,7,7
soep-pretest,pre_2007_1,2,8,8,8
soep-pretest,pre_2007_1,2,9,9,9
soep-pretest,pre_2007_1,2,10,10 = Totally happy,10 = Ganz und gar zufrieden
soep-pretest,pre_2007_1,3,-1,No answer,Keine Angabe
soep-pretest,pre_2007_1,3,1,0 = Totally unhappy,0 = Ganz und gar unzufrieden
soep-pretest,pre_2007_1,3,2,1,1
soep-pretest,pre_2007_1,4,-1,2,2
soep-pretest,pre_2007_1,4,1,3,3
soep-pretest,pre_2007_1,4,2,4,4
soep-pretest,pre_2007_1,4,3,5,5
soep-pretest,pre_2007_1,5,-1,6,6
soep-pretest,pre_2007_1,5,1,7,7
soep-pretest,pre_2007_1,5,2,8,8
soep-pretest,pre_2007_1,6,-1,9,9
soep-pretest,pre_2007_1,6,1,10 = Totally happy,10 = Ganz und gar zufrieden
soep-pretest,pre_2007_1,6,2,No,Nein
soep-pretest,pre_2007_1,7,-1,No answer,Keine Angabe
soep-pretest,pre_2007_1,7,1,Very concerned,Große Sorgen
soep-pretest,pre_2007_1,7,2,Somewhat concerned,Einige Sorgen
soep-pretest,pre_2007_1,7,3,Not concerned at all,Keine Sorgen
soep-pretest,pre_2007_1,8,-1,No answer,Keine Angabe
soep-pretest,pre_2007_1,8,1,"None yet, still in school","Noch keinen Abschluß, gehe noch zur Schule"
soep-pretest,pre_2007_1,8,1,Lower secondary school-leaving certificate (Volksschulabschluss/Hauptschulabschluss),Volksschul- / Hauptschulabschluß
soep-pretest,pre_2007_1,8,2,Intermediate school-leaving certificate (Mittlere Reife / Realschulabschluss) ,"Mittlere Reife, Realschulabschluß"
soep-pretest,pre_2007_1,8,3,Specialized upper secondary school-leaving certificate (Fachoberschule ),Fachhochschule (Abschluß einer Fachoberschule)
soep-pretest,pre_2007_1,8,4,Upper secondary school-leaving certificate (Hochschulreife),Abitur (Hochschulreife)
soep-pretest,pre_2007_1,8,5,Other school-leaving certificate (please state),"Anderer Schulabschluß, und zwar:"
soep-pretest,pre_2007_1,8,6,Left school without graduating,Schule ohne Abschluß verlassen
soep-pretest,pre_2007_1,8,1,8th grade completed,Abschluß 8. Klasse
soep-pretest,pre_2007_1,8,2,10th grade completed,Abschluß 10. Klasse
soep-pretest,pre_2007_1,8,3, College entrance exam (Hochschulreife),Abitur (Hochschulreife)
soep-pretest,pre_2007_1,8,4, Other leaving certificate,"Anderer Schulabschluß, und zwar:"
soep-pretest,pre_2007_1,8,5,"Dropout, no school certificate",Schule ohne Abschluß verlassen
soep-pretest,pre_2007_1,8,1,"School, no degree",Pflichtschule ohne Abschluß besucht
soep-pretest,pre_2007_1,8,2,"School, with degree",Abschluß einer Pflichtschule
soep-pretest,pre_2007_1,8,3,Vocational Extension School ,Abschluß einer weiterführenden Schule
soep-pretest,pre_2007_1,9,-1,No answer,Keine Angabe
soep-pretest,pre_2007_1,9,1,Yes,Ja
soep-pretest,pre_2007_1,9,2,No,Nein
soep-pretest,pre_2007_1,10,1,Apprenticeship in crafts / trades / agriculture,Gewerbliche oder landwirtschaftliche Lehre
soep-pretest,pre_2007_1,10,1,Commercial or other apprenticeship,Kaufmännische oder sonstige Lehre
soep-pretest,pre_2007_1,10,1,Full-time vocational school / commercial college," Berufsfachschule, Handelsschule"
soep-pretest,pre_2007_1,10,1,Health sector school,Schule des Gesundheitswesens
soep-pretest,pre_2007_1,10,1,Vocational school such as a school for master craftspeople or technical college,"Fachschule, zum Beispiel Meister-, oder Technikerschule"
soep-pretest,pre_2007_1,10,1,Training for civil servants,Beamtenausbildung
soep-pretest,pre_2007_1,10,1,Technical college / school of engineering,"Fachhochschule, Ingenieursschule"
soep-pretest,pre_2007_1,10,1,University degree,"Universität, Hochschule"
soep-pretest,pre_2007_1,10,1,Other educational degree or certification,"Sonstiger Ausbildungsabschluß, und zwar:"
soep-pretest,pre_2007_1,10,-1,No answer,Keine Angabe
soep-pretest,pre_2007_1,11,1,"Yes, professional","Ja, beruflich"
soep-pretest,pre_2007_1,11,1,"Yes, private","Ja, privat"
soep-pretest,pre_2007_1,11,-1,No answer,Keine Angabe
soep-pretest,pre_2007_1,11,1,No,Nein
soep-pretest,pre_2007_1,12,-1,No answer,Keine Angabe
soep-pretest,pre_2007_1,12,1,Daily,Täglich
soep-pretest,pre_2007_1,12,2,Several times a week,Mehrmals pro Woche
soep-pretest,pre_2007_1,12,3,Once a week,Einmal pro Woche
soep-pretest,pre_2007_1,12,4,Less often,Seltener
soep-pretest,pre_2007_1,12,5,Never,Nie
soep-pretest,pre_2007_1,13,1,At home,Zuhause
soep-pretest,pre_2007_1,13,1,At work,Am Arbeitsplatz
soep-pretest,pre_2007_1,13,1,In the internet cafe,Im Internetcafe
soep-pretest,pre_2007_1,13,-1,No answer,Keine Angabe
soep-pretest,pre_2007_1,13,1,Other,Sonstiges
soep-pretest,pre_2007_1,14,-1,No answer,Keine Angabe
soep-pretest,pre_2007_1,14,1,Yes,Ja
soep-pretest,pre_2007_1,14,2,No,Nein
soep-pretest,pre_2007_1,15,-1,No answer,Keine Angabe
soep-pretest,pre_2007_1,15,1,Yes,Ja
soep-pretest,pre_2007_1,15,2,No,Nein
soep-pretest,pre_2007_1,16,-1,No answer,Keine Angabe
soep-pretest,pre_2007_1,16,1,Yes,Ja
soep-pretest,pre_2007_1,16,2,No,Nein
soep-pretest,pre_2007_1,16,3,I do not know,Weiß nicht
soep-pretest,pre_2007_1,16_1,-1,No answer,Keine Angabe
soep-pretest,pre_2007_1,16_1,1,Yes,Ja
soep-pretest,pre_2007_1,16_1,2,No,Nein
soep-pretest,pre_2007_1,17,-1,No answer,Keine Angabe
soep-pretest,pre_2007_1,17,1,1 = Strongly disagree,1 = Trifft überhaupt nicht zu
soep-pretest,pre_2007_1,17,2,2,2
soep-pretest,pre_2007_1,17,3,3,3
soep-pretest,pre_2007_1,17,4,4,4
soep-pretest,pre_2007_1,17,5,5,5
soep-pretest,pre_2007_1,17,6,6,6
soep-pretest,pre_2007_1,17,7,7 = Strongly agree,7 = Trifft voll zu
soep-pretest,pre_2007_1,18,-1,No answer,Keine Angabe
soep-pretest,pre_2007_1,18,0,0 = Risk averse,0 = Gar nicht risikobereit
soep-pretest,pre_2007_1,18,1,1,1
soep-pretest,pre_2007_1,18,2,2,2
soep-pretest,pre_2007_1,18,3,3,3
soep-pretest,pre_2007_1,18,4,4,4
soep-pretest,pre_2007_1,18,5,5,5
soep-pretest,pre_2007_1,18,6,6,6
soep-pretest,pre_2007_1,18,7,7,7
soep-pretest,pre_2007_1,18,8,8,8
soep-pretest,pre_2007_1,18,9,9,9
soep-pretest,pre_2007_1,18,10,10 = Fully prepared to take risks,10 = Sehr risikobereit
soep-pretest,pre_2007_1,19,-1,No answer,Keine Angabe
soep-pretest,pre_2007_1,19,0,0 = Very impatient,0 = Sehr ungeduldig
soep-pretest,pre_2007_1,19,1,1,1
soep-pretest,pre_2007_1,19,2,2,2
soep-pretest,pre_2007_1,19,3,3,3
soep-pretest,pre_2007_1,19,4,4,4
soep-pretest,pre_2007_1,19,5,5,5
